series_index,series_name,smape,mae,rmse
0,England,46.148502830058796,193.01020408163268,243.9096311408496
1,Northern Ireland,0.0,0.0,0.0
2,Scotland,70.30888397119598,9.36734693877551,10.808396207182108
3,Wales,71.34747192364912,13.061224489795917,16.609101267014996
